unique_number,id_no,rev_bis,url,index,name_en,name_fr,short_description_en,short_description_fr,justification_en,justification_fr,date_inscribed,secondary_dates,danger_start,danger_end,longitude,latitude,area_hectares,category,category_short,states_name_fr,region_name_en,name_fr,iso_code,states_name_en,,udnp_code
856,724,Bis,,45,Medieval Monuments in Kosovo,Monuments médiévaux au Kosovo,"The four edifices of the site reflect the high points of the Byzantine-Romanesque ecclesiastical culture, with its distinct style of wall painting, which developed in the Balkans between the 13th and 17th centuries. The De_ani Monastery was built in the mid-14th century for the Serbian king Stefan De_anski and is also his mausoleum. The Patriarchate of Pe_ Monastery is a group of four domed churches featuring series of wall paintings. The 13th-century frescoes of the Church of Holy Apostles are painted in a unique, monumental style. Early 14th-century frescoes in the church of the Holy Virgin of Ljevisa represent the appearance of the new so-called Palaiologian Renaissance style, combining the influences of the eastern Orthodox Byzantine and the Western Romanesque traditions. The style played a decisive role in subsequent Balkan art.","<p>Les quatre &eacute;l&eacute;ments du site refl&egrave;tent l'apog&eacute;e de la culture eccl&eacute;siastique byzantine et romane avec un style particulier de peintures murales qui s'est d&eacute;velopp&eacute; dans les Balkans entre les XIIIe et XVIIe si&egrave;cles. Le Monast&egrave;re De_ani a &eacute;t&eacute; construit &agrave; la moiti&eacute; du XIVe si&egrave;cle par le roi de Serbie Stefan De_anski ainsi que son mausol&eacute;e. Situ&eacute; &agrave; la p&eacute;riph&eacute;rie de Pe_, le Patriarcat du Monast&egrave;re de Pe_ se compose d'un groupe de quatre &eacute;glises avec d&ocirc;mes et comportant des peintures murales. Les fresques du XIIIe si&egrave;cle de l'Eglise des Saints-Ap&ocirc;tres refl&egrave;tent la phase mature d'un style de peinture monumental sans &eacute;quivalent. Les fresques du d&eacute;but du XIVe si&egrave;cle de l'Eglise de la Sainte Vierge de Ljevi&scaron;a marquent l'apparition d'un nouveau style, le style de la Renaissance des Pal&eacute;ologues de Byzance, qui combine des &eacute;l&eacute;ments orthodoxes orientaux et romans occidentaux. Le style a jou&eacute; un r&ocirc;le d&eacute;cisif dans le d&eacute;veloppement de l'art dans les Balkans.</p>",,,2004,2006,2006,2016,20.26555556,42.66111111,2.8802,Cultural,C,Serbie,Europe and North America,Europe et Amérique du nord,rs,Serbia,,srb
1005,854,,,46,East Rennell,Rennell Est,"East Rennell makes up the southern third of Rennell Island, the southernmost island in the Solomon Island group in the western Pacific. Rennell, 86 km long x 15 km wide, is the largest raised coral atoll in the world. The site includes approximately 37,000 ha and a marine area extending 3 nautical miles to sea. A major feature of the island is Lake Tegano, which was the former lagoon on the atoll. The lake, the largest in the insular Pacific (15,500 ha), is brackish and contains many rugged limestone islands and endemic species. Rennell is mostly covered with dense forest, with a canopy averaging 20 m in height. Combined with the strong climatic effects of frequent cyclones, the site is a true natural laboratory for scientific study. The site is under customary land ownership and management.","<p>Rennell Est est situ&eacute; dans le tiers m&eacute;ridional de Rennell, &icirc;le la plus australe de l'archipel des Salomon. Rennell est le plus grand atoll corallien sur&eacute;lev&eacute; du monde avec ses 86 km de long et 15 km de large. Le site couvre environ 37 000 ha et un secteur marin s'&eacute;tendant jusqu'&agrave; trois milles nautiques. Une des caract&eacute;ristiques principales de l'&icirc;le est le lac Tegano, ancien lagon de l'atoll et le plus grand lac du Pacifique insulaire (15 500 ha). Il est saum&acirc;tre et contient de nombreuses &icirc;les calcaires accident&eacute;es. Rennell est essentiellement couverte de for&ecirc;ts denses dont la canop&eacute;e atteint 20 m de hauteur en moyenne. Avec les effets climatiques marqu&eacute;s de cyclones fr&eacute;quents, le site est un v&eacute;ritable laboratoire naturel pour l'&eacute;tude scientifique. C'est la coutume qui r&eacute;git la propri&eacute;t&eacute; et la gestion du site.</p>","<p><em>Criterion (ix):</em> East Rennell, as a stepping stone in the migration and evolution of species in the western Pacific, is an important site for the science of island biogeography. Combined with the strong climate effects of frequent cyclones, East Rennell is a true natural laboratory for scientific study.</p>","<p><em>Crit&egrave;re&nbsp;(ix) :</em> Rennell Est pr&eacute;sente des processus &eacute;cologiques et biologiques significatifs en cours et constitue un site important pour la science, en particulier la biog&eacute;ographie insulaire. Avec les effets climatiques marqu&eacute;s de cyclones fr&eacute;quents, le site est un v&eacute;ritable laboratoire naturel pour l'&eacute;tude scientifique.</p>",1998,,2013,2016,160.33333,-11.68333,37000,Natural,N,Îles Salomon,Asia and the Pacific,Asie et pacifique,sb,Solomon Islands,,slb
1761,1348,,,47,Ancient Villages of Northern Syria,Villages antiques du Nord de la Syrie,"Some 40 villages grouped in eight parks situated in north-western Syria provide remarkable testimony to rural life in late Antiquity and during the Byzantine period. Abandoned in the 8th to 10th centuries, the villages, which date from the 1st to 7th centuries, feature a remarkably well preserved landscape and the architectural remains of dwellings, pagan temples, churches, cisterns, bathhouses etc. The relict cultural landscape of the villages also constitutes an important illustration of the transition from the ancient pagan world of the Roman Empire to Byzantine Christianity. Vestiges illustrating hydraulic techniques, protective walls and Roman agricultural plot plans furthermore offer testimony to the inhabitants' mastery of agricultural production.","<p>Situ&eacute;s au nord-ouest de la Syrie, une quarantaine de villages, regroup&eacute;s au sein de huit parcs, offrent un t&eacute;moignage remarquable des modes de vie ruraux et villageois de l'Antiquit&eacute; tardive et de l'&eacute;poque byzantine. Abandonn&eacute;s au cours des VIII-Xe si&egrave;cles, ces villages, qui datent du Ier au VIIe si&egrave;cles, offrent un paysage et des vestiges particuli&egrave;rement bien conserv&eacute;s : maisons d'habitation, temples pa&iuml;ens, &eacute;glises, citernes collectives, thermes, etc. Ces paysages culturels reliques constituent une illustration importante de la transition entre le monde antique pa&iuml;en de l'Empire romain et le christianisme byzantin. Les vestiges t&eacute;moignant des techniques hydrauliques, des murets de protection et du parcellaire romain nous montrent &agrave; quel point les habitants ma&icirc;trisaient la production agricole.</p>",,,2011,,2013,2016,36.84416667,36.33416667,12290,Cultural,C,République arabe syrienne,Arab States,États arabes,sy,Syrian Arab Republic,,syr
11,8,,,48,Ichkeul National Park,Parc national de l'Ichkeul,"The Ichkeul lake and wetland are a major stopover point for hundreds of thousands of migrating birds, such as ducks, geese, storks and pink flamingoes, who come to feed and nest there. Ichkeul is the last remaining lake in a chain that once extended across North Africa.","<p>Le lac et les zones humides de l'Ichkeul constituent un relais indispensable pour des centaines de milliers d'oiseaux migrateurs &ndash; canards, oies, cigognes, flamants roses, etc. &ndash; qui viennent s'y nourrir et y nicher. Le lac est l'ultime vestige d'une cha&icirc;ne de lacs qui s'&eacute;tendait jadis &agrave; travers l'Afrique du Nord.</p>",,,1980,,1996,2006,9.67472,37.16361,12600,Natural,N,"Tunisie,Tunisie,Tunisie,Tunisie,Tunisie",Arab States,États arabes,tn,Tunisia,,tun
808,684,,,49,Rwenzori Mountains National Park,Monts Rwenzori,"The Rwenzori Mountains National Park covers nearly 100,000 ha in western Uganda and comprises the main part of the Rwenzori mountain chain, which includes Africa's third highest peak (Mount Margherita: 5,109 m). The region's glaciers, waterfalls and lakes make it one of Africa's most beautiful alpine areas. The park has many natural habitats of endangered species and a rich and unusual flora comprising, among other species, the giant heather.","<p>Couvrant pr&egrave;s de 100 000 ha dans l'ouest de l'Ouganda, le parc comprend la majeure partie de la cha&icirc;ne des Rwenzori, qui culmine &agrave; 5 109 m avec le mont Margherita, troisi&egrave;me sommet d'Afrique. C'est une r&eacute;gion d'une grande beaut&eacute; dont les glaciers, les cascades et les lacs offrent un cadre alpin sans &eacute;gal en Afrique. Le parc contient d'importants habitats naturels d'esp&egrave;ces menac&eacute;es et une flore particuli&egrave;re riche de nombreuses esp&egrave;ces, dont les bruy&egrave;res g&eacute;antes.</p>",,,1994,,1999,2004,29.92416667,0.223611111,99600,Natural,N,Ouganda,Africa,Afrique,ug,Uganda,,uga
1192,1022,,,50,Tombs of Buganda Kings at Kasubi,Tombes des rois du Buganda à Kasubi,"The Tombs of Buganda Kings at Kasubi constitute a site embracing almost 30 ha of hillside within Kampala district. Most of the site is agricultural, farmed by traditional methods. At its core on the hilltop is the former palace of the Kabakas of Buganda, built in 1882 and converted into the royal burial ground in 1884. Four royal tombs now lie within the Muzibu Azaala Mpanga, the main building, which is circular and surmounted by a dome. It is a major example of an architectural achievement in organic materials, principally wood, thatch, reed, wattle and daub. The site's main significance lies, however, in its intangible values of belief, spirituality, continuity and identity.","<p>Les tombeaux des rois du Buganda &agrave; Kasubi s'&eacute;tendent sur pr&egrave;s de 30 ha de collines dans le district de Kampala. La plus grande partie du site est une zone agricole, exploit&eacute;e selon les m&eacute;thodes traditionnelles. Son centre, au sommet de la colline, est l'ancien palais des Kabakas du Buganda, construit en 1882 et transform&eacute; en cimeti&egrave;re royal en 1884. Quatre tombes royales se trouvent maintenant dans le Muzibu Azaala Mpanga, le b&acirc;timent principal de plan circulaire et surmont&eacute; d'un d&ocirc;me. C'est un exemple important de r&eacute;alisation architecturale en mat&eacute;riaux organiques - bois, chaume, roseaux et enduits en particulier. La signification essentielle du site r&eacute;side toutefois dans sa valeur immat&eacute;rielle faite de croyance, de spiritualit&eacute;, de continuit&eacute; et d'identit&eacute;.</p>","<p>Criterion i The Kasubi Tombs site is a masterpiece of human creativity both in its conception and its execution. Criterion iii The Kasubi Tombs site bears eloquent witness to the living cultural traditions of the Baganda. Criterion iv The spatial organization of the Kasubi Tombs site represents the best extant example of a Baganda palace/architectural ensemble. Built in the finest traditions of Ganda architecture and palace design, it reflects technical achievements developed over many centuries. Criterion vi The built and natural elements of the Kasubi Tombs site are charged with historical, traditional, and spiritual values. It is a major spiritual centre for the Baganda and is the most active religious place in the kingdom.</p>","<p>Crit&egrave;re i Le site des tombes de Kasubi est un chef d&rsquo;&oelig;uvre du g&eacute;nie cr&eacute;ateur humain, tant par sa conception que par son ex&eacute;cution. Crit&egrave;re iii Le site des tombes de Kasubi t&eacute;moigne avec &eacute;loquence des traditions culturelles vivantes des Bagandas. Crit&egrave;re iv L&rsquo;organisation spatiale du site des tombes de Kasubi est le plus bel exemple de palais/ensemble architectural Baganda. Construit dans la plus pure tradition de l&rsquo;architecture et de la conception palatiale Ganda, il atteste des techniques d&eacute;velopp&eacute;es au fil des si&egrave;cles. Crit&egrave;re vi Les &eacute;l&eacute;ments b&acirc;tis et naturels du site des tombes de Kasubi sont charg&eacute;s de valeurs historiques, traditionnelles et spirituelles. C&rsquo;est un p&ocirc;le spirituel majeur pour les Bagandas, et le lieu de culte le plus actif du royaume.</p>",2001,,2010,2016,32.55138889,0.348611111,26.8,Cultural,C,Ouganda,Africa,Afrique,ug,Uganda,,uga
1331,1150,,,51,Liverpool – Maritime Mercantile City,Liverpool – Port marchand,"Six areas in the historic centre and docklands of the maritime mercantile City of Liverpool bear witness to the development of one of the world&rsquo;s major trading centres in the 18th and 19th centuries. Liverpool played an important role in the growth of the British Empire and became the major port for the mass movement of people, e.g. slaves and emigrants from northern Europe to America. Liverpool was a pioneer in the development of modern dock technology, transport systems and port management. The listed sites feature a great number of significant commercial, civic and public buildings, including St George&rsquo;s Plateau.","<p>Six zones dans le centre historique et des bassins du port marchand de Liverpool t&eacute;moignent du d&eacute;veloppement de l&rsquo;un des grands centres du commerce mondial aux XVIIIe et XIXe si&egrave;cles. La ville joua un r&ocirc;le important dans l&rsquo;essor de l&rsquo;Empire britannique et devint le principal point de passage des mouvements migratoires vers l&rsquo;Am&eacute;rique, notamment des esclaves et des &eacute;migrants. Liverpool fut la pionni&egrave;re du d&eacute;veloppement de la technologie portuaire moderne, des syst&egrave;mes de transport et de la gestion portuaire. Le site comporte un grand nombre d&rsquo;&eacute;difices commerciaux, civils et publics importants, notamment St. George&rsquo;s Plateau.</p>","<p><em>Criterion (ii):</em> Liverpool was a major centre generating innovative technologies and methods in dock construction and port management in the 18th and 19th centuries. It thus contributed to the building up of the international mercantile systems throughout the British Commonwealth.</p>
<p><em>Criterion (iii):</em> the city and the port of Liverpool are an exceptional testimony to the development of maritime mercantile culture in the 18th and 19th centuries, contributing to the building up of the British Empire. It was a centre for the slave trade, until its abolition in 1807, and to emigration from northern Europe to America.</p>
<p><em>Criterion (iv):</em> Liverpool is an outstanding example of a world mercantile port city, which represents the early development of global trading and cultural connections throughout the British Empire.</p>","<p><em>Crit&egrave;re (ii) :</em> Liverpool a &eacute;t&eacute; un p&ocirc;le majeur, g&eacute;n&eacute;rant des technologies et des m&eacute;thodes novatrices dans la construction des docks et la gestion portuaire aux XVIIIe et XIXe si&egrave;cles, et a ainsi contribu&eacute; &agrave; la mise en place des syst&egrave;mes marchands internationaux dans tout le Commonwealth britannique.</p>
<p><em>Crit&egrave;re (iii) :</em> La ville et le port de Liverpool constituent un t&eacute;moignage exceptionnel du d&eacute;veloppement d&rsquo;une culture marchande maritime aux XVIIIe et XIXe si&egrave;cles, qui a contribu&eacute; &agrave; l&rsquo;essor de l&rsquo;Empire britannique. C&rsquo;&eacute;tait un centre du commerce d&rsquo;esclaves, jusqu&rsquo;&agrave; son abolition en 1807, et de l&rsquo;&eacute;migration de l&rsquo;Europe du Nord vers l&rsquo;Am&eacute;rique.</p>
<p><em>Crit&egrave;re (iv) :</em> Liverpool est un exemple exceptionnel de ville portuaire marchande d&rsquo;envergure mondiale, repr&eacute;sentant les premiers d&eacute;veloppements des liaisons marchandes et culturelles dans tout l&rsquo;Empire britannique.</p>",2004,,2012,2016,-2.994444444,53.40666667,136,Cultural,C,Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,Europe and North America,Europe et Amérique du nord,gb,United Kingdom of Great Britain and Northern Ireland,,gbr
1639,39,Bis,,52,Ngorongoro Conservation Area,Zone de conservation de Ngorongoro,"The Ngorongoro Conservation Area spans vast expanses of highland plains, savanna, savanna woodlands and forests. Established in 1959 as a multiple land use area, with wildlife coexisting with semi-nomadic Maasai pastoralists practicing traditional livestock grazing, it includes the spectacular Ngorongoro Crater, the world&rsquo;s largest caldera. The property has global importance for biodiversity conservation due to the presence of globally threatened species, the density of wildlife inhabiting the area, and the annual migration of wildebeest, zebra, gazelles and other animals into the northern plains. Extensive archaeological research has also yielded a long sequence of evidence of human evolution and human-environment dynamics, including early hominid footprints dating back 3.6 million years.","<p>La zone de conservation de Ngorongoro&nbsp;s&rsquo;&eacute;tend sur de vastes &eacute;tendues de prairies, de brousses et de for&ecirc;ts d&rsquo;altitude. Etablie en 1959 en tant que zone d&rsquo;usage multiple des terres, la faune sauvage coexistant avec des pasteurs Massa&iuml; semi-nomades pratiquant l&rsquo;&eacute;levage du b&eacute;tail, elle comprend le spectaculaire crat&egrave;re du Ngorongoro, la plus grande caldeira du monde. Le bien rev&ecirc;t une importance mondiale pour la conservation de la biodiversit&eacute;, du fait de la pr&eacute;sence d&rsquo;esp&egrave;ces menac&eacute;es &agrave; l&rsquo;&eacute;chelle mondiale, de la densit&eacute; de la faune sauvage qui y vit tout au long de l&rsquo;ann&eacute;e, et de la migration annuelle des gnous, z&egrave;bres, gazelles de Thomson et gazelles de Grant et autres ongul&eacute;s vers les plaines du nord. Des fouilles arch&eacute;ologiques de grande envergure ont livr&eacute; une longue s&eacute;quence de traces de l&rsquo;&eacute;volution humaine et de la dynamique homme-environnement dont des empreintes de pas fossilis&eacute;es datant de 3.6 millions d&rsquo;ann&eacute;es.</p>",,,1979,2010,1984,1989,35.54083,-3.18722,809440,Mixed,C/N,République-Unie de Tanzanie,Africa,Afrique,tz,United Republic of Tanzania,,tza
159,144,,,53,Ruins of Kilwa Kisiwani and Ruins of Songo Mnara,Ruines de Kilwa Kisiwani et de Songo Mnara,"The remains of two great East African ports admired by early European explorers are situated on two small islands near the coast. From the 13th to the 16th century, the merchants of Kilwa dealt in gold, silver, pearls, perfumes, Arabian crockery, Persian earthenware and Chinese porcelain; much of the trade in the Indian Ocean thus passed through their hands.","<p>Sur deux petites &icirc;les toutes proches de la c&ocirc;te tanzanienne, subsistent les vestiges de deux grands ports qui firent l'admiration des premiers voyageurs europ&eacute;ens. Du XIII<sup>e</sup> au XVI<sup>e</sup> si&egrave;cle, les marchands de Kilwa &eacute;chang&egrave;rent l'or, l'argent, les perles, les parfums, la vaisselle d'Arabie, les fa&iuml;ences de Perse et la porcelaine de Chine, tenant ainsi entre leurs mains une bonne part du commerce de l'oc&eacute;an Indien.</p>",,,1981,,2004,2014,39.52278,-8.95778,0,Cultural,C,République-Unie de Tanzanie,Africa,Afrique,tz,United Republic of Tanzania,,tza
82,76,,,54,Everglades National Park,Parc national des Everglades,"This site at the southern tip of Florida has been called 'a river of grass flowing imperceptibly from the hinterland into the sea'. The exceptional variety of its water habitats has made it a sanctuary for a large number of birds and reptiles, as well as for threatened species such as the manatee.","<p>De ce site qui se trouve &agrave; la pointe sud de la Floride, on a dit qu'il &eacute;tait un fleuve d'herbe coulant imperceptiblement de l'int&eacute;rieur des terres vers la mer. L'exceptionnelle vari&eacute;t&eacute; de ses habitats aquatiques en fait le sanctuaire d'un nombre consid&eacute;rable d'oiseaux, de reptiles et d'esp&egrave;ces menac&eacute;es comme le lamantin.</p>",,,1979,,1993,2007,-80.99638889,25.55444444,567017,Natural,N,États-Unis d'Amérique,Europe and North America,Europe et Amérique du nord,us,United States of America,,usa
82,76,,,54,Everglades National Park,Parc national des Everglades,"This site at the southern tip of Florida has been called 'a river of grass flowing imperceptibly from the hinterland into the sea'. The exceptional variety of its water habitats has made it a sanctuary for a large number of birds and reptiles, as well as for threatened species such as the manatee.","<p>De ce site qui se trouve &agrave; la pointe sud de la Floride, on a dit qu'il &eacute;tait un fleuve d'herbe coulant imperceptiblement de l'int&eacute;rieur des terres vers la mer. L'exceptionnelle vari&eacute;t&eacute; de ses habitats aquatiques en fait le sanctuaire d'un nombre consid&eacute;rable d'oiseaux, de reptiles et d'esp&egrave;ces menac&eacute;es comme le lamantin.</p>",,,1979,,2010,2016,-80.99638889,25.55444444,567017,Natural,N,États-Unis d'Amérique,Europe and North America,Europe et Amérique du nord,us,United States of America,,usa
31,28,,,55,Yellowstone National Park,Parc national de Yellowstone,"The vast natural forest of Yellowstone National Park covers nearly 9,000 km<sup>2</sup> ; 96% of the park lies in Wyoming, 3% in Montana and 1% in Idaho. Yellowstone contains half of all the world's known geothermal features, with more than 10,000 examples. It also has the world's largest concentration of geysers (more than 300 geyers, or two thirds of all those on the planet). Established in 1872, Yellowstone is equally known for its wildlife, such as grizzly bears, wolves, bison and wapitis.","<p>La vaste for&ecirc;t naturelle du parc national de Yellowstone couvre pr&egrave;s de 9 000 km<sup>2</sup> , dont 96 % dans le Wyoming, 3 % dans le Montana et 1% dans l'Idaho. On trouve &agrave; Yellowstone plus de 10 000 caract&eacute;ristiques thermales, soit plus de la moiti&eacute; des ph&eacute;nom&egrave;nes g&eacute;othermiques du monde. Le parc poss&egrave;de &eacute;galement la plus forte concentration mondiale de geysers, 300 environ qui repr&eacute;sentent les 2/3 des geysers de la plan&egrave;te. Cr&eacute;&eacute; en 1872, le parc est &eacute;galement connu pour sa faune sauvage qui comprend l'ours grizzli, le loup, le bison et le wapiti.</p>",,,1978,,1995,2003,-110.82778,44.46056,898349,Natural,N,États-Unis d'Amérique,Europe and North America,Europe et Amérique du nord,us,United States of America,,usa
779,658,,,56,Coro and its Port,Coro et son port,"With its earthen constructions unique to the Caribbean, Coro is the only surviving example of a rich fusion of local traditions with Spanish Mud&eacute;jar and Dutch architectural techniques. One of the first colonial towns (founded in 1527), it has some 602 historic buildings.","<p>Construite dans un style de construction en terre unique aux Cara&iuml;bes, la ville est le seul exemple qui subsiste d'une synth&egrave;se r&eacute;ussie de traditions locales et de techniques architecturales mud&eacute;jares espagnoles et n&eacute;erlandaises. L'une des premi&egrave;res villes coloniales, elle a &eacute;t&eacute; fond&eacute;e en 1527 et poss&egrave;de quelque 602 b&acirc;timents historiques.</p>",,,1993,,2005,2016,-69.68333333,11.4,,Cultural,C,Venezuela (République bolivarienne du),Latin America and the Caribbean,Amérique latine et Caraïbes,ve,Venezuela (Bolivarian Republic of),,ven
725,611,,,57,Historic Town of Zabid,Ville historique de Zabid,"Zabid's domestic and military architecture and its urban plan make it an outstanding archaeological and historical site. Besides being the capital of Yemen from the 13th to the 15th century, the city played an important role in the Arab and Muslim world for many centuries because of its Islamic university.","<p>L'architecture domestique et militaire de cette ville et son trac&eacute; urbain en font un site d'une valeur arch&eacute;ologique et historique exceptionnelle. Outre le fait d'avoir &eacute;t&eacute; la capitale du Y&eacute;men du XIII<sup>e</sup> au XV<sup>e</sup> si&egrave;cle, Zabid a eu une grande importance dans le monde arabe et musulman pendant des si&egrave;cles en raison de son universit&eacute; islamique.</p>",,,1993,,2000,2016,43.33,14.19806,0,Cultural,C,Yémen,Arab States,États arabes,ye,Yemen,,yem
